pmid,title,pub_year,pubtype,journal
35035171,Diabetic Mastopathy: Reporting an Unusual Scenario of a Rare Disease.,2021,Case Reports; Journal Article,Indian journal of surgical oncology
35024754,Eosinophilic sialodochitis: a case report of a rare disease.,2021,Case Reports; Journal Article,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie
35002125,"Lysosomal Storage Disorders: Clinical, Biochemical and molecular profile from Rare disease centre, India.",2021,Journal Article,Annals of Indian Academy of Neurology
34975469,Orphan Medicine Incentives: How to Address the Unmet Needs of Rare Disease Patients by Optimizing the European Orphan Medicinal Product Landscape Guiding Principles and Policy Proposals by the European Expert Group for Orphan Drug Incentives (OD Expert Group).,2021,Journal Article,Frontiers in pharmacology
34973897,From trash to treasure! The importance of preserving rare disease medical waste for basic research.,2022,Journal Article,Molecular genetics and metabolism
34973626,Median arcuate ligament syndrome: A case report of a rare disease.,2022,Journal Article,International journal of surgery case reports
34970512,"IgG4-Related Sclerosing Cholangitis: Rarely Diagnosed, but not a Rare Disease.",2021,Journal Article; Review,Canadian journal of gastroenterology & hepatology
34970107,Patients as Partners in Rare Disease Diagnosis and Research.,2021,"Journal Article; Research Support, N.I.H., Extramural; Review",The Yale journal of biology and medicine
34958145,Pemphigus vulgaris: A rare disease in childhood.,2022,Case Reports; Journal Article,Journal of paediatrics and child health
34955382,The rare disease neurofibromatosis 1 as a source of hereditary economic inequality: Evidence from Finland.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
34936083,Primary neuroendocrine tumor of the heart. Successful management of an extremely rare disease.,2022,Journal Article,Kardiologia polska
34935451,"National Institutes of Health, U.S. Food and Drug Administration, 15 Partners to Accelerate Development of Rare Disease Gene Therapies.",2021,Journal Article,Human gene therapy
34926053,Neuroendocrine Carcinoma of the Colon: Emergency Presentation of a Rare Disease With Poor Biology.,2021,Case Reports; Journal Article,Cureus
34911613,Cystinosis induced by,2021,Case Reports; Journal Article,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
34910979,Design and analysis features used in small population and rare disease trials: A targeted review.,2022,"Journal Article; Review; Research Support, Non-U.S. Gov't",Journal of clinical epidemiology
34906497,The complexity of diagnosing rare disease: An organizing framework for outcomes research and health economics based on real-world evidence.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
34906465,Outcome of over 1500 matches through the Matchmaker Exchange for rare disease gene discovery: The 2-year experience of Care4Rare Canada.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
34891745,Rare Disease Identification from Clinical Notes with Ontologies and Weak Supervision.,2021,"Journal Article; Research Support, Non-U.S. Gov't",Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference
34876442,Alkaptonuria: clinical manifestations and an updated approach to treatment of a rare disease.,2021,Case Reports; Journal Article,BMJ case reports
34848842,Genomics elucidates both common and rare disease aetiology.,2021,Editorial; Introductory Journal Article,European journal of human genetics : EJHG
34836740,A very rare localization of a rare disease: palmar lichen nitidus.,2022,Case Reports; Journal Article,Anais brasileiros de dermatologia
34836651,In search of a cure: PACS1 Research Foundation as a model of rare disease therapy development.,2022,Journal Article,Trends in genetics : TIG
34831724,The Quality Evaluation of Rare Disease Registries-An Assessment of the Essential Features of a Disease Registry.,2021,"Journal Article; Research Support, Non-U.S. Gov't",International journal of environmental research and public health
34812884,First Thymus Tissue Product Approved for Rare Disease.,2021,Journal Article,JAMA
34794473,Scientific evidence based rare disease research discovery with research funding data in knowledge graph.,2021,"Journal Article; Research Support, N.I.H., Intramural",Orphanet journal of rare diseases
34786346,Small-cell neuroendocrine tumor of the bladder: A rare disease in a low-risk woman.,2022,Case Reports; Journal Article,Urology case reports
34785512,Jaw involvement in Gaucher disease: a not-so-uncommon feature of a rare disease.,2021,Case Reports; Journal Article,BMJ case reports
34763340,Creutzfeldt-Jakob Disease in South West Sydney 2014-2020: An Unusually High Incidence of a Rare Disease.,2022,Journal Article,Neuroepidemiology
34758253,"100,000 Genomes Pilot on Rare-Disease Diagnosis in Health Care - Preliminary Report.",2021,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",The New England journal of medicine
34753928,Network analysis reveals rare disease signatures across multiple levels of biological organization.,2021,"Journal Article; Research Support, Non-U.S. Gov't",Nature communications
34737116,The European Rare Disease Network for HHT Frameworks for management of hereditary haemorrhagic telangiectasia in general and speciality care.,2022,Journal Article,European journal of medical genetics
34736505,The Italian National Registry for FSHD: an enhanced data integration and an analytics framework towards Smart Health Care and Precision Medicine for a rare disease.,2021,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
34722806,In Pursuit: A Mother's Account of Her Son's Rare Disease Diagnosis Journey.,2021,Journal Article,Journal of patient-centered research and reviews
34717694,Development of the Myasthenia Gravis (MG) Symptoms PRO: a case study of a patient-centred outcome measure in rare disease.,2021,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
34716060,Parents' experiences of children with a rare disease attending a mainstream school: Australia.,2022,Journal Article; Review,Journal of pediatric nursing
34715889,"RaDiCo, the French national research program on rare disease cohorts.",2021,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
34714428,Consideration of quality of life in the health technology assessments of rare disease treatments.,2022,Journal Article,The European journal of health economics : HEPAC : health economics in prevention and care
34713489,Neonatal pemphigoid gestationis: An atypical presentation of a rare disease.,2021,Case Reports; Journal Article,Pediatric dermatology
34712577,Triheptanoin - Novel therapeutic approach for the ultra-rare disease mitochondrial malate dehydrogenase deficiency.,2021,Journal Article,Molecular genetics and metabolism reports
34702579,Rethinking rare disease: longevity-enhancing drug targets through X-linked aneuploidy.,2022,Journal Article,Trends in genetics : TIG
34690926,Multicenter Analysis of Presacral Neuroendocrine Neoplasms-Clinicopathological Characterization and Treatment Outcomes of a Rare Disease.,2021,Journal Article,Frontiers in endocrinology
34689254,Novel mutation in a patient with Charlevoix-Saguenay ataxia-a very rare disease with classical symptoms.,2022,Case Reports; Letter,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology
34672453,Small Vessel Vasculitis of the Central Nervous System: A Rare Disease with a Challenging Diagnosis.,2021,Case Reports; Journal Article,The Israel Medical Association journal : IMAJ
34665705,"Potential insights into the role of biomechanical stress in axial spondyloarthritis from idiopathic hypoparathyroidism, a rare disease with intriguing skeletal manifestations.",2021,Editorial,Clinical and experimental rheumatology
34645626,Atypical presentations of non-familial anterior megalophthalmos: a rare disease.,2021,Case Reports; Journal Article,BMJ case reports
34643356,Wolfram-like syndrome - another face of a rare disease in children.,2022,Case Reports; Journal Article,Journal of pediatric endocrinology & metabolism : JPEM
34634431,End Points for Clinical Trials in Hyperoxaluria: Case Study of Patient-Focused Drug Development in a Rare Disease.,2022,"Editorial; Research Support, N.I.H., Extramural",American journal of kidney diseases : the official journal of the National Kidney Foundation
34631182,A Rare Disease Presenting Postpartum: Acute Fatty Liver of Pregnancy.,2021,Case Reports; Journal Article,Case reports in obstetrics and gynecology
34620636,Enoxaparin-induced Wunderlich syndrome in a young patient with anti-GAD 65-associated opsoclonus and limbic encephalitis: a rare complication in a rare disease.,2021,Case Reports; Journal Article,BMJ case reports
34616250,Duodenal Gastrointestinal Stromal Tumor: A Rare Disease in a Young Adult Female Patient Presenting with Life-Threatening Hemorrhage.,2021,Case Reports; Journal Article,Case reports in gastroenterology
34592043,Comprehensive analyses of intraoral spindle cell carcinoma: A rare disease entity revisited.,2023,Journal Article; Review,Oral diseases
34572285,Wilson's Disease: Facing the Challenge of Diagnosing a Rare Disease.,2021,Journal Article; Review,Biomedicines
34567944,"Interdigitating dendritic cell sarcoma of pleura, diagnostic challenges of a rare disease.",2021,Case Reports; Journal Article,International cancer conference journal
34544716,Restless arm syndrome: a rare disease?,2021,Case Reports; Journal Article,BMJ case reports
34535495,Lymphoedema praecox in a young woman: a rare disease.,2021,Case Reports; Journal Article,BMJ case reports
