pmid,title,pub_year,pubtype,journal
12631851,Airport malaria : a rare disease still poorly understood.,2000,Journal Article,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
11217508,[Lemierre syndrome: clinical and radiological characteristics of a rare disease].,2000,Case Reports; Journal Article,Revue des maladies respiratoires
11214624,Primary malignant lymphoma of the ovary: an unusual presentation of a rare disease.,2000,Case Reports; Journal Article,European journal of gynaecological oncology
11098173,[A rare disease but with a very high hemorrhagic risk: acquired hemophilia A].,2000,Case Reports; Comparative Study; Journal Article,Annales de biologie clinique
10814983,"A comparison of three tests to detect general clustering of a rare disease in Santa Clara County, California.",2000,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",Statistics in medicine
10790478,"Crigler-Najjar syndrome, 1952-2000: learning from parents and patients about a very rare disease and using the internet to recruit patients for studies.",2000,Journal Article,Pediatrics
10763126,[Non-traumatically-induced paralysis of the ramus profundus nervi radialis. Aspects of a rare disease picture].,2000,English Abstract; Journal Article; Review,"Handchirurgie, Mikrochirurgie, plastische Chirurgie : Organ der Deutschsprachigen Arbeitsgemeinschaft fur Handchirurgie : Organ der Deutschsprachigen Arbeitsgemeinschaft fur Mikrochirurgie der Peripheren Nerven und Gefasse : Organ der V..."
12183929,[Chediak-Higashi syndrome: a rare disease in Northern Finland].,2001,Case Reports; Journal Article,Duodecim; laaketieteellinen aikakauskirja
11798254,Bacteraemic Streptococcus pyogenes infection in the peri-partum period: now a rare disease and prior carriage by the patient may be important.,2001,Comparative Study; Journal Article,The Journal of infection
11785377,[Multiple lipomas in MEN 1--a rare finding in rare disease picture].,2001,Case Reports; Journal Article,"Medizinische Klinik (Munich, Germany : 1983)"
11759397,[Laryngeal tuberculosis is not such a rare disease].,2001,Case Reports; English Abstract; Journal Article,Harefuah
11720186,Squamous cell carcinoma of the nail bed: a rare disease or only misdiagnosed?,2001,Case Reports; Letter,Acta dermato-venereologica
11699140,[Blocking secretion of exocrine glands in the head-neck area by administration of botulinum toxin A. Therapy of a rare disease picture].,2001,Case Reports; English Abstract; Journal Article,HNO
11698774,Primary intestinal lymphangiectasia: a rare disease in the differential diagnosis of acute abdomen.,2001,Case Reports; Journal Article,Journal of pediatric gastroenterology and nutrition
11565997,On the need for the rare disease assumption in some case-control studies.,2001,Letter; Comment,Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention
11563593,Genetic hemochromatosis is a rare disease entity among French Basques: a center-based study from the general hospital of Basque County.,2001,Journal Article,Annals of hematology
11556204,[Osteomalacia in vitamin D deficiency in a 32-year-old immigrant: case report of a rare disease].,2001,Case Reports; Journal Article,Nuklearmedizin. Nuclear medicine
11490867,[Fibromyxoid pseudosarcoma of the urinary bladder. Case report and review of the literature of a rare disease].,2001,Case Reports; English Abstract; Journal Article; Review,Der Urologe. Ausg. A
11469099,[Idiopathic sclerosing mesenteritis. Case report and differential diagnosis of a rare disease picture].,2001,Case Reports; English Abstract; Journal Article,Der Chirurg; Zeitschrift fur alle Gebiete der operativen Medizen
11429218,Radiotherapy of testicular intraepithelial neoplasia (TIN): a novel treatment regimen for a rare disease.,2001,"Clinical Trial; Clinical Trial, Phase II; Journal Article","International journal of radiation oncology, biology, physics"
11392051,[Intestinal duplication. A rare disease in the differential diagnosis of cystic abdominal tumors].,2001,Case Reports; English Abstract; Journal Article,Rozhledy v chirurgii : mesicnik Ceskoslovenske chirurgicke spolecnosti
11332240,[Adult T-cell lymphoma/leukemia: a very rare disease in Europe].,2001,Case Reports; English Abstract; Journal Article,Deutsche medizinische Wochenschrift (1946)
20084246,Rare disease surveillance: An international perspective.,2001,Journal Article,Paediatrics & child health
11284132,Neurocysticercosis: an unusual presentation of a rare disease.,2001,Case Reports; Letter,Journal of neurology
11284071,[Follicular mycosis fungoides (FMF): a rare disease].,2001,Case Reports; Comparative Study; English Abstract; Journal Article,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete"
11227298,[Echinococcus cyst of the right ventricle. Diagnosis and therapy of a rare disease picture].,2001,Case Reports; Journal Article,Zentralblatt fur Chirurgie
24921700,A common dementia in a rare disease.,2001,Journal Article,International journal of psychiatry in clinical practice
12563358,[Lingual thyroid: a rare disease resembling base of tongue neoplasm].,2002,Case Reports; English Abstract; Journal Article,Magyar onkologia
12411930,More rare disease money.,2002,News,Nature medicine
12389354,Pheochromocytoma: unusual presentation of a rare disease.,2002,Case Reports; Journal Article,The Israel Medical Association journal : IMAJ
12195866,Oxygen homeostasis and cancer: insights from a rare disease.,2002,"Journal Article; Research Support, Non-U.S. Gov't; Review","Clinical medicine (London, England)"
12172944,Spontaneous spinal epidural hematoma: an uncommon presentation of a rare disease.,2002,Case Reports; Journal Article,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery
12168157,[Isolated intracerebral cystic echinococcosis. Unusual presentation of a rare disease].,2002,Case Reports; English Abstract; Journal Article,Deutsche medizinische Wochenschrift (1946)
12124412,Genetic control of bone remodeling--insights from a rare disease.,2002,Comment; Editorial,The New England journal of medicine
12109645,Multicentric reticulohistiocytosis. The long course of a rare disease.,2002,Case Reports; Journal Article,Scandinavian journal of rheumatology
12074039,"Pneumatosis cystoides intestinalis, four cases of a rare disease.",2002,Case Reports; Journal Article,The Netherlands journal of medicine
11998169,[Incontinentia pigmenti. A rare disease with many symptoms].,2002,English Abstract; Journal Article; Review,Lakartidningen
11985393,Neurocysticercosis: an unusual presentation of a rare disease.,2002,Comment; Letter,Journal of neurology
11939886,Cerebrotendinous xanthomatosis: a rare disease with diverse manifestations.,2002,Journal Article; Review,Archives of neurology
11937998,[Langerhans cell histiocytois of the thyroid: a rare disease not to be ignored].,2002,Case Reports; English Abstract; Journal Article,Annales de pathologie
11915665,[Paroxysmal nocturnal hemoglobinuria--a rare disease with many faces].,2002,English Abstract; Journal Article,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke"
11868984,The dermatologist's role in diagnosing a rare disease--male breast cancer.,2002,Case Reports; Journal Article,Cutis
14685641,[Lung abscess in infancy--a rare disease. Clinical cases].,2003,Case Reports; English Abstract; Journal Article; Review,Revista portuguesa de pneumologia
14682151,[Identification of the genetic basis of an unusually rare disease--the long QT interval syndrome--brought an understanding of important arrhythmogenic mechanisms].,2003,Comment; Editorial,Vnitrni lekarstvi
14668248,"Lymphangioleiomyomatosis: insights about, and from, a rare disease.",2003,Comment; Editorial,American journal of respiratory and critical care medicine
14654440,Alpha-1 antitrypsin deficiency is not a rare disease but a disease that is rarely diagnosed.,2003,"Journal Article; Research Support, Non-U.S. Gov't; Review",Environmental health perspectives
14645865,Cutaneous childhood sarcoidosis--a rare disease refractory to treatment.,2003,Case Reports; Letter,"Rheumatology (Oxford, England)"
14582149,[Missed diagnosis in rare disease].,2003,Case Reports; Journal Article; Legal Case,Tijdschrift voor diergeneeskunde
14568226,Pure red cell aplasia--a rare disease with multiple causes.,2003,Journal Article; Review,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie
14528530,Jaw claudication in primary amyloidosis: unusual presentation of a rare disease.,2003,Case Reports; Journal Article,The Journal of rheumatology
12957451,"OncoloGIST, BioloGIST, RadioloGIST: the big impact on the field of oncology of a molecularly-targeted therapy designed to treat a rare disease.",2003,Comment; Editorial,"European journal of cancer (Oxford, England : 1990)"
12818942,Tracheal agenesis: a rare disease with unique airway considerations.,2003,Case Reports; Journal Article,Anesthesia and analgesia
12736855,[Candida albicans endocarditis. A rare disease with serious complications].,2003,Case Reports; Journal Article,Deutsche medizinische Wochenschrift (1946)
12725140,Malignant tumors of the small intestine--new insights into a rare disease.,2003,Journal Article; Review,The Israel Medical Association journal : IMAJ
12720309,Hierarchical Bayesian spatial modelling of small-area rates of non-rare disease.,2003,"Journal Article; Research Support, Non-U.S. Gov't",Statistics in medicine
12612847,"[Sclerochoroidal calcification--a rare disease pattern--report on two patients, differential diagnosis and review of the literature].",2003,Case Reports; English Abstract; Journal Article,Klinische Monatsblatter fur Augenheilkunde
12529705,Familial Mediterranean fever is no longer a rare disease in Italy.,2003,Journal Article,European journal of human genetics : EJHG
12499443,A rare presentation of a rare disease.,2003,Case Reports; Letter,Journal of clinical pathology
15693436,Non Hodgkin lymphoma of the ureter: a rare disease.,2004,Case Reports; Journal Article,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica"
15690569,"[Frontotemporal lobe degeneration: a rare disease, but malignant].",2004,Journal Article,Psychologie & neuropsychiatrie du vieillissement
15651542,Health-related quality of life in a rare disease: hereditary hemorrhagic telangiectasia (HHT) or Rendu-Osler-Weber disease.,2004,Journal Article,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation"
15645852,[Reactive angioendotheliomatosis--a rare disease mimicking Kaposi sarcoma: a case report].,2004,Case Reports; English Abstract; Journal Article,Ceskoslovenska patologie
15633661,Case report: a common presentation of a rare disease-hepatosplenic T-cell lymphoma.,2004,Case Reports; Journal Article,Hawaii medical journal
15599566,Sitosterolemia--a rare disease. Are elevated plant sterols an additional risk factor?,2004,Journal Article; Review,Zeitschrift fur Kardiologie
15577526,Pellagra: a rare disease observed in a victim of mental and physical abuse.,2004,Case Reports; Journal Article,The American journal of forensic medicine and pathology
15340455,EU to review rare disease drugs market exclusivity.,2004,News,Nature biotechnology
15303819,"""White dots on the placenta and red dots on the baby"": congential cutaneous candidiasis--a rare disease of the neonate.",2004,Case Reports; Journal Article,"Acta paediatrica (Oslo, Norway : 1992)"
15291945,Relapsing polychondritis: a rare disease with varying symptoms.,2004,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",Acta ophthalmologica Scandinavica
