ORPHAcode,nombre_enfermedad
263749,X and Y chromosomal anomaly syndrome
263756,Partial deletion of the long arm of chromosome X syndrome
263768,Partial duplication of chromosome X syndrome
263775,Partial duplication of the short arm of chromosome X syndrome
263783,Partial duplication of the long arm of chromosome X syndrome
263793,Uniparental disomy of chromosome X syndrome
264200,14q22q23 microdeletion syndrome
264431,Partial duplication of the short arm of chromosome 1 syndrome
264450,Trisomy 8p syndrome
264580,Glycogen storage disease due to liver phosphorylase kinase deficiency
264656,Interstitial lung disease specific to childhood
264665,Primary interstitial lung disease specific to childhood
264670,Primary interstitial lung disease specific to childhood due to alveolar structure disorder
264675,Hereditary pulmonary alveolar proteinosis
264683,Primary interstitial lung disease specific to childhood due to alveolar vascular disorder
264688,Congenital chylothorax
264691,Isolated pulmonary capillaritis
264694,Interstitial lung disease specific to infancy
264699,Secondary interstitial lung disease specific to childhood associated with a systemic disease
264704,Secondary interstitial lung disease specific to childhood associated with a connective tissue disease
264709,Secondary interstitial lung disease specific to childhood associated with a systemic vasculitis
264714,Secondary interstitial lung disease specific to childhood associated with a granulomatous disease
264719,Secondary interstitial lung disease specific to childhood associated with a metabolic disease
264735,Interstitial lung disease specific to adulthood
264740,Primary interstitial lung disease specific to adulthood
264745,Secondary interstitial lung disease specific to adulthood associated with a systemic disease
264757,Interstitial lung disease in childhood and adulthood
264762,Primary interstitial lung disease in childhood and adulthood
264930,Primary interstitial lung disease in childhood and adulthood due to alveolar structure disorder
264935,Primary interstitial lung disease in childhood and adulthood due to alveolar vascular disorder
264944,Secondary interstitial lung disease in childhood and adulthood
264949,Secondary interstitial lung disease in childhood and adulthood associated with a systemic disease
264968,Secondary interstitial lung disease in childhood and adulthood associated with a metabolic disease
264973,Secondary interstitial lung disease in childhood and adulthood associated with a systemic vasculitis
264978,Drug or radiation exposure-related interstitial lung disease
264984,Exposure-related interstitial lung disease
264992,Genetic interstitial lung disease
268114,RAS-associated autoimmune leukoproliferative disease
268129,Spheroid body myopathy
268139,Intraocular medulloepithelioma
268145,Classic maple syrup urine disease
268162,Intermediate maple syrup urine disease
268173,Intermittent maple syrup urine disease
268184,Thiamine-responsive maple syrup urine disease
268249,Mycophenolate mofetil embryopathy
268261,DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion
268316,Complication in hemodialysis
268322,Hereditary thrombocytopenia with normal platelets
268337,Autosomal recessive intermediate Charcot-Marie-Tooth disease
268357,Neural tube closure defect
268363,Open iniencephaly
268366,Closed iniencephaly
268369,Open spinal dysraphism
268744,Spinal dysraphism with a posterior meningocele
268810,Isolated posterior meningocele
268813,Myelocystocele
268817,Cephalocele
268820,Cranial meningocele
268823,Occipital encephalocele
268826,Parietal encephalocele
268829,Basal encephalocele
268843,"Malformation of the neurenteric canal, spinal cord and column"
268861,Primary tethered cord syndrome
268865,Neurenteric cyst
268868,Isolated amyelia
268882,Arnold-Chiari malformation type I
268920,Isolated megalencephaly
268926,Midline cerebral malformation
268936,Isolated arhinencephaly
268940,Bilateral polymicrogyria
268943,Unilateral polymicrogyria
268947,Unilateral focal polymicrogyria
268950,Cerebral cortical dysplasia
268961,Isolated focal cortical dysplasia type I
268973,Isolated focal cortical dysplasia type Ia
268980,Isolated focal cortical dysplasia type Ib
268987,Isolated focal cortical dysplasia type Ic
268994,Isolated focal cortical dysplasia type II
269001,Isolated focal cortical dysplasia type IIa
269008,Isolated focal cortical dysplasia type IIb
269190,Encephaloclastic disorder
269194,Central nervous system cystic malformation
269197,Glioependymal/ependymal cyst
269203,Isolated cerebellar vermis agenesis
269206,Isolated total cerebellar vermis agenesis
269209,Isolated partial cerebellar vermis agenesis
269212,Isolated Dandy-Walker malformation with hydrocephalus
269215,Isolated Dandy-Walker malformation without hydrocephalus
269218,Isolated unilateral hemispheric cerebellar hypoplasia
269221,Isolated bilateral hemispheric cerebellar hypoplasia
269224,Global cerebellar malformation
269229,Pontine tegmental cap dysplasia
269505,Congenital communicating hydrocephalus
269510,Congenital non-communicating hydrocephalus
269523,Syndrome with a cerebellar malformation as a major feature
269528,Syndrome with microcephaly as a major feature
269531,Other syndrome with a central nervous system malformation as a major feature
269546,Syndrome with a Dandy-Walker malformation as a major feature
269550,Genetic non-syndromic central nervous system malformation
269553,Genetic cerebral malformation
269557,Genetic posterior fossa malformation
269560,Genetic cerebellar malformation
269564,Genetic syndrome with a central nervous system malformation as a major feature
269567,Genetic syndrome with a cerebellar malformation as a major feature
269570,Genetic syndrome with a Dandy-Walker malformation as a major feature
269573,Genetic syndrome with corpus callosum agenesis/dysgenesis as a major feature
271832,Genetic soft tissue tumor
271835,Genetic digestive tract tumor
271841,Genetic cardiac tumor
271844,Genetic urogenital tumor
271847,Genetic neuroendocrine tumor
271853,Genetic cardiac anomaly
271861,Hereditary ATTR amyloidosis
271870,Rare genetic systemic or rheumatologic disease
275517,Autoimmune lymphoproliferative syndrome-recurrent viral infections due to CASP8 deficiency
275523,Dianzani autoimmune lymphoproliferative disease
275543,L1 syndrome
275555,Preeclampsia
275729,Rare hemorrhagic disorder due to a constitutional thrombocytopenia
275736,Rare hemorrhagic disorder due to a qualitative platelet defect
275742,Genetic infertility
275745,Alpha-thalassemia and related disorders
275749,Beta-thalassemia and related diseases
275752,Sickle cell disease and related diseases
275761,Lysosomal acid lipase deficiency
275766,Idiopathic pulmonary arterial hypertension
275777,Heritable pulmonary arterial hypertension
275786,Drug- or toxin-induced pulmonary arterial hypertension
275791,Pulmonary arterial hypertension associated with another disease
275798,Pulmonary arterial hypertension associated with connective tissue disease
275803,Pulmonary arterial hypertension associated with congenital heart disease
275808,Pulmonary arterial hypertension associated with HIV infection
275813,Pulmonary arterial hypertension associated with portal hypertension
275823,Pulmonary arterial hypertension associated with schistosomiasis
275828,Pulmonary arterial hypertension associated with chronic hemolytic anemia
275837,Pulmonary hypertension owing to lung disease and/or hypoxia
275844,Pulmonary hypertension with unclear multifactorial mechanism
275853,Syndrome with pulmonary hypertension as a major feature
275864,Behavioral variant of frontotemporal dementia
275872,Frontotemporal dementia with motor neuron disease
275938,Hemolytic disease due to fetomaternal alloimmunization
275944,Hemolytic disease of the newborn with Kell alloimmunization
276058,Genetic neurodegenerative disease with dementia
276061,Genetic frontotemporal degeneration with dementia
276066,Bile acid CoA ligase deficiency and defective amidation
276142,Rare tumor of salivary glands
276145,Malignant epithelial tumor of salivary glands
276148,Benign epithelial tumor of salivary glands
276152,Multiple endocrine neoplasia type 4
276161,Multiple endocrine neoplasia
276174,Idiopathic recurrent stupor
276183,Spinocerebellar ataxia type 32
276193,Spinocerebellar ataxia type 35
276198,Spinocerebellar ataxia type 36
276212,"Mucopolysaccharidosis type 6, rapidly progressing"
276223,"Mucopolysaccharidosis type 6, slowly progressing"
276234,Non-syndromic male infertility due to sperm motility disorder
276238,Machado-Joseph disease type 1
276241,Machado-Joseph disease type 2
276244,Machado-Joseph disease type 3
276280,Hemihyperplasia-multiple lipomatosis syndrome
276399,Familial multinodular goiter
276405,Hyperbiliverdinemia
276413,10q22.3q23.3 microdeletion syndrome
276422,10q22.3q23.3 microduplication syndrome
276429,Hypnic headache
276432,Ogden syndrome
276435,Lower motor neuron syndrome with late-adult onset
276525,Familial hyperinsulinism
276556,Hyperinsulinism due to UCP2 deficiency
276575,Autosomal dominant hyperinsulinism due to SUR1 deficiency
276580,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
276585,Diazoxide-resistant hyperinsulinism
276598,Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency
276603,Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency
276608,Non-insulinoma pancreatogenous hypoglycemia syndrome
276621,Sporadic pheochromocytoma/secreting paraganglioma
276630,Symptomatic form of Coffin-Lowry syndrome in female carriers
279882,Spasmus nutans
279888,Acute endophthalmitis
279891,Chronic endophthalmitis
279894,Toxic maculopathy due to antimalarial drugs
279897,Primary oculocerebral lymphoma
279904,Primary intraocular lymphoma
279911,Primary organ-specific lymphoma
279914,Intermediate uveitis
279919,Infectious posterior uveitis
279922,Infectious anterior uveitis
279925,Infectious panuveitis
279928,Paraneoplastic uveitis
279934,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency"
279943,Hereditary neutrophilia
279947,Postorgasmic illness syndrome
280062,Calciphylaxis
280065,Calciphylaxis cutis
280068,Visceral calciphylaxis
280071,ALG11-CDG
280133,Complement component 3 deficiency
280142,Severe combined immunodeficiency due to LCK deficiency
280183,Methylmalonic aciduria due to transcobalamin receptor defect
280195,Septopreoptic holoprosencephaly
280200,Microform holoprosencephaly
280205,Laryngotracheoesophageal cleft type 0
280210,"Pelizaeus-Merzbacher disease, connatal form"
280219,"Pelizaeus-Merzbacher disease, classic form"
280224,"Pelizaeus-Merzbacher disease, transitional form"
280229,Pelizaeus-Merzbacher disease in female carriers
280234,Null syndrome
280270,Pelizaeus-Merzbacher-like disease
280282,Pelizaeus-Merzbacher-like disease due to GJC2 mutation
280288,Pelizaeus-Merzbacher-like disease due to HSPD1 mutation
280293,Pelizaeus-Merzbacher-like disease due to AIMP1 mutation
280302,Autoimmune pancreatitis type 1
280315,Autoimmune pancreatitis type 2
280325,Distal deletion 12p syndrome
280333,Alpha-dystroglycan-related limb-girdle muscular dystrophy R16
280342,Rare systemic or rheumatological disease of childhood
280356,PLIN1-related familial partial lipodystrophy
280365,Autosomal semi-dominant severe lipodystrophic laminopathy
280369,Rare pediatric vasculitis
280373,Rare pediatric systemic disease
280379,Erythropoietic uroporphyria associated with myeloid malignancy
280384,Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome
280397,Familial Alzheimer-like prion disease
280400,Inherited human prion disease
280403,Familial omphalocele syndrome with facial dysmorphism
280406,Familial steroid-resistant nephrotic syndrome with sensorineural deafness
280553,Fatal infantile hypertonic myofibrillar myopathy
280558,Warsaw breakage syndrome
280576,Nestor-Guillermo progeria syndrome
280586,"Chondrodysplasia with joint dislocations, gPAPP type"
280598,Hereditary sensorimotor neuropathy with hyperelastic skin
280615,Hemoglobinopathy Toms River
280620,Progressive myoclonic epilepsy type 6
280628,Familial progressive hyper- and hypopigmentation
280633,Multiple congenital anomalies-hypotonia-seizures syndrome
280640,Occipital pachygyria and polymicrogyria
280654,Autosomal recessive nail dysplasia
280671,Megaconial congenital muscular dystrophy
280679,Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome
280763,Severe intellectual disability and progressive spastic paraplegia
280774,Generalized essential telangiectasia
280779,Cutaneous collagenous vasculopathy
280785,Bullous diffuse cutaneous mastocytosis
280794,Pseudoxanthomatous diffuse cutaneous mastocytosis
280802,Intralobar congenital pulmonary sequestration
280811,Extralobar congenital pulmonary sequestration
280821,Communicating congenital bronchopulmonary-foregut malformation
280827,Congenital pulmonary airway malformation type 0
280832,Congenital pulmonary airway malformation type 1
280840,Congenital pulmonary airway malformation type 2
280847,Congenital pulmonary airway malformation type 3
280854,Congenital pulmonary airway malformation type 4
280886,Anterior uveitis
280892,Posterior uveitis
280898,Panuveitis
280914,Isolated idiopathic anterior uveitis
280917,Idiopathic posterior uveitis
280921,Idiopathic panuveitis
280926,Systemic diseases with anterior uveitis
280930,Systemic diseases with posterior uveitis
280933,Systemic diseases with panuveitis
281082,Inherited non-syndromic ichthyosis
281085,Inherited ichthyosis syndromic form
281090,Syndromic recessive X-linked ichthyosis
