ORPHAcode,Preferred term,Typology,PrevalenceType,ValMoy,PrevalenceClass,PrevalenceQualification,PrevalenceGeographic,PrevalenceValidationStatus,Source
584,Mucopolysaccharidosis type 7,Disease,Point prevalence,0.01,<1 / 1 000 000,Value and class,Europe,Validated,European Medicines Agency 2012[INST]
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.24,1-9 / 1 000 000,Value and class,Netherlands,Validated,10480370[PMID]
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.02,<1 / 1 000 000,Value and class,Brazil,Validated,PMID: 31926052
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.02,<1 / 1 000 000,Value and class,Czech Republic,Validated,25060283[PMID]
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.02,<1 / 1 000 000,Value and class,Japan,Validated,28595941[PMID]
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.038,<1 / 1 000 000,Value and class,Switzerland,Validated,28595941[PMID]
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.047,<1 / 1 000 000,Value and class,Australia,Validated,9918480[PMID]
584,Mucopolysaccharidosis type 7,Disease,Point prevalence,0.007,<1 / 1 000 000,Value and class,United States,Validated,34051828[PMID]
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.027,<1 / 1 000 000,Value and class,United States,Validated,34051828[PMID]
584,Mucopolysaccharidosis type 7,Disease,Prevalence at birth,0.29,1-9 / 1 000 000,Value and class,Canada,Validated,28595941[PMID]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,5.5,1-9 / 100 000,Value and class,Europe,Validated,EUROCAT European surveillance of congenital anomalies 1985-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,7.5,1-9 / 100 000,Value and class,Austria,Validated,EUROCAT European surveillance of congenital anomalies 1985-2009[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,7.9,1-9 / 100 000,Value and class,Belgium,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,10.5,1-5 / 10 000,Value and class,Bulgaria,Validated,EUROCAT European surveillance of congenital anomalies 1996-1999[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,3.6,1-9 / 100 000,Value and class,Croatia,Validated,EUROCAT European surveillance of congenital anomalies 1983-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,10.4,1-5 / 10 000,Value and class,Denmark,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,7.1,1-9 / 100 000,Value and class,France,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,8.0,1-9 / 100 000,Value and class,Germany,Validated,EUROCAT European surveillance of congenital anomalies 1987-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,3.2,1-9 / 100 000,Value and class,Hungary,Validated,EUROCAT European surveillance of congenital anomalies 1998-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,7.1,1-9 / 100 000,Value and class,Ireland,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,3.4,1-9 / 100 000,Value and class,Italy,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,1.1,1-9 / 100 000,Value and class,Malta,Validated,EUROCAT European surveillance of congenital anomalies 1986-2009[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,14.0,1-5 / 10 000,Value and class,Netherlands,Validated,EUROCAT European surveillance of congenital anomalies 1981-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,4.2,1-9 / 100 000,Value and class,Norway,Validated,EUROCAT European surveillance of congenital anomalies 1999-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,3.6,1-9 / 100 000,Value and class,Poland,Validated,EUROCAT European surveillance of congenital anomalies 1999-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,2.8,1-9 / 100 000,Value and class,Portugal,Validated,EUROCAT European surveillance of congenital anomalies 1990-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,2.8,1-9 / 100 000,Value and class,Spain,Validated,EUROCAT European surveillance of congenital anomalies 1980-2009[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,22.4,1-5 / 10 000,Value and class,Switzerland,Validated,EUROCAT European surveillance of congenital anomalies 1989-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,10.1,1-5 / 10 000,Value and class,United Kingdom,Validated,EUROCAT European surveillance of congenital anomalies 1980-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,2.3,1-9 / 100 000,Value and class,Ukraine,Validated,EUROCAT European surveillance of congenital anomalies 2005-2010[REG]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,70.0,6-9 / 10 000,Value and class,Japan,Not yet validated,ISBN:444897208[OTHER]
881,Turner syndrome,Malformation syndrome,Prevalence at birth,42.5,1-5 / 10 000,Value and class,Singapore,Validated,19551311[PMID]
881,Turner syndrome,Malformation syndrome,Point prevalence,0.0,1-5 / 10 000,Class only,Europe,Not yet validated,ORPHANET
95,Friedreich ataxia,Disease,Point prevalence,2.0,1-9 / 100 000,Value and class,Europe,Validated,20301458[PMID]_23859338[PMID]
95,Friedreich ataxia,Disease,Point prevalence,2.3,1-9 / 100 000,Value and class,France,Validated,9207112 [PMID]_23859338[PMID]
95,Friedreich ataxia,Disease,Prevalence at birth,2.8,1-9 / 100 000,Value and class,Italy,Validated,2225525[PMID]_7793232[PMID]
95,Friedreich ataxia,Disease,Point prevalence,1.1,1-9 / 100 000,Value and class,Italy,Validated,2225525[PMID]_7793232[PMID]
95,Friedreich ataxia,Disease,Prevalence at birth,6.2,1-9 / 100 000,Value and class,Spain,Validated,2043954[PMID]_7898602[PMID]
95,Friedreich ataxia,Disease,Point prevalence,4.3,1-9 / 100 000,Value and class,Spain,Not yet validated,2043954[PMID]_7898602[PMID]
95,Friedreich ataxia,Disease,Prevalence at birth,1.0,1-9 / 100 000,Value and class,Finland,Validated,11810294[PMID]
95,Friedreich ataxia,Disease,Point prevalence,0.13,1-9 / 1 000 000,Value and class,Finland,Validated,11810294[PMID]_23859338[PMID]
95,Friedreich ataxia,Disease,Point prevalence,0.7,1-9 / 1 000 000,Value and class,Denmark,Not yet validated,2096315[PMID]
95,Friedreich ataxia,Disease,Point prevalence,0.9,1-9 / 1 000 000,Value and class,Portugal,Validated,23609960[PMID]
95,Friedreich ataxia,Disease,Point prevalence,1.8,1-9 / 100 000,Value and class,United Kingdom,Validated,19347027[PMID]
95,Friedreich ataxia,Disease,Point prevalence,0.9,1-9 / 1 000 000,Value and class,Greece,Validated,24209901[PMID]
95,Friedreich ataxia,Disease,Point prevalence,1.0,1-9 / 100 000,Value and class,Norway,Validated,1126051[PMID]
95,Friedreich ataxia,Disease,Point prevalence,2.1,1-9 / 100 000,Value and class,Germany,Validated,9187683[PMID]_23859338[PMID]
95,Friedreich ataxia,Disease,Point prevalence,0.24,1-9 / 1 000 000,Value and class,Sweden,Validated,11810294[PMID]_23859338[PMID]
95,Friedreich ataxia,Disease,Point prevalence,0.27,1-9 / 1 000 000,Value and class,Czech Republic,Validated,15726025[PMID]_23859338[PMID]
95,Friedreich ataxia,Disease,Point prevalence,3.03,1-9 / 100 000,Value and class,Russian Federation,Validated,15559155[PMID]_23859338[PMID]
848,Beta-thalassemia,Disease,Annual incidence,1.0,1-9 / 100 000,Value and class,Worldwide,Validated,[EXPERT]
848,Beta-thalassemia,Disease,Point prevalence,0.5,1-9 / 1 000 000,Value and class,France,Validated,[EXPERT]
848,Beta-thalassemia,Disease,Annual incidence,10.0,1-5 / 10 000,Value and class,Europe,Validated,[EXPERT]
848,Beta-thalassemia,Disease,Point prevalence,0.0,1-9 / 1 000 000,Class only,Europe,Not yet validated,ORPHANET
846,Alpha-thalassemia,Disease,Prevalence at birth,0.0,Unknown,Class only,Europe,Validated,ORPHANET
846,Alpha-thalassemia,Disease,Prevalence at birth,10.3,1-5 / 10 000,Value and class,United States,Validated,19061217[PMID]_22766612[PMID]
846,Alpha-thalassemia,Disease,Point prevalence,0.0,Unknown,Class only,Europe,Validated,25390741[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,19.3912,1-5 / 10 000,Value and class,Europe,Validated,ORPHANET
586,Cystic fibrosis,Disease,Point prevalence,11.1319,1-5 / 10 000,Value and class,Europe,Validated,ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,28.5714,1-5 / 10 000,Value and class,Austria,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,8.39,1-9 / 100 000,Value and class,Austria,Validated,18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,35.0877,1-5 / 10 000,Value and class,Belgium,Validated,30335254[PMID]
586,Cystic fibrosis,Disease,Point prevalence,20.1429,1-5 / 10 000,Value and class,Belgium,Validated,30335254[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,40.0,1-5 / 10 000,Value and class,Bulgaria,Validated,18442953 [PMID]
586,Cystic fibrosis,Disease,Point prevalence,2.26,1-9 / 100 000,Value and class,Bulgaria,Validated,18442953 [PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,12.6358,1-5 / 10 000,Value and class,Cyprus,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,3.35,1-9 / 100 000,Value and class,Cyprus,Validated,18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,15.29,1-5 / 10 000,Value and class,Czech Republic,Validated,31241292[PMID]
586,Cystic fibrosis,Disease,Point prevalence,8.7775,1-9 / 100 000,Value and class,Czech Republic,Validated,31241292[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,17.41,1-5 / 10 000,Value and class,Denmark,Validated,31682332[PMID]
586,Cystic fibrosis,Disease,Point prevalence,9.9946,1-9 / 100 000,Value and class,Denmark,Validated,31682332[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,22.2222,1-5 / 10 000,Value and class,Estonia,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,6.18,1-9 / 100 000,Value and class,Estonia,Validated,18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,4.0,1-9 / 100 000,Value and class,Finland,Validated,16051530[PMID]_18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,1.1027,1-9 / 100 000,Value and class,Finland,Validated,18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,21.15,1-5 / 10 000,Value and class,France,Validated,25122143[PMID]
586,Cystic fibrosis,Disease,Point prevalence,12.1416,1-5 / 10 000,Value and class,France,Validated,25122143[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,19.5017,1-5 / 10 000,Value and class,Germany,Validated,25914230[PMID]
586,Cystic fibrosis,Disease,Point prevalence,11.1954,1-5 / 10 000,Value and class,Germany,Validated,25914230[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,28.5714,1-5 / 10 000,Value and class,Greece,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,5.21,1-9 / 100 000,Value and class,Greece,Validated,18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,0.0,Unknown,Class only,Hungary,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,4.09,1-9 / 100 000,Value and class,Hungary,Validated,18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,36.36,1-5 / 10 000,Value and class,Ireland,Validated,32483343[PMID]
586,Cystic fibrosis,Disease,Point prevalence,20.8733,1-5 / 10 000,Value and class,Ireland,Validated,32483343[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,17.809,1-5 / 10 000,Value and class,Italy,Validated,31005549[PMID]
586,Cystic fibrosis,Disease,Point prevalence,10.2236,1-5 / 10 000,Value and class,Italy,Validated,31005549[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,0.0,Unknown,Class only,Latvia,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,1.04,1-9 / 100 000,Value and class,Latvia,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Prevalence at birth,0.0,Unknown,Class only,Lithuania,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,1.3,1-9 / 100 000,Value and class,Lithuania,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Prevalence at birth,0.0,Unknown,Class only,Luxembourg,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,4.31,1-9 / 100 000,Value and class,Luxembourg,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Prevalence at birth,0.0,Unknown,Class only,Malta,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,5.79,1-9 / 100 000,Value and class,Malta,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Prevalence at birth,16.58,1-5 / 10 000,Value and class,Netherlands,Validated,30146269[PMID]
586,Cystic fibrosis,Disease,Point prevalence,9.5181,1-9 / 100 000,Value and class,Netherlands,Validated,30146269[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,11.5474,1-5 / 10 000,Value and class,Norway,Validated,26795017[PMID]
586,Cystic fibrosis,Disease,Point prevalence,6.629,1-9 / 100 000,Value and class,Norway,Validated,26795017[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,17.4881,1-5 / 10 000,Value and class,Poland,Validated,22892530[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Point prevalence,10.0394,1-5 / 10 000,Value and class,Poland,Validated,22892530[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,12.549,1-5 / 10 000,Value and class,Portugal,Validated,33072945[PMID]
586,Cystic fibrosis,Disease,Point prevalence,7.204,1-9 / 100 000,Value and class,Portugal,Validated,33072945[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,48.6381,1-5 / 10 000,Value and class,Romania,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,1.06,1-9 / 100 000,Value and class,Romania,Validated,18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,9.7119,1-9 / 100 000,Value and class,Russian Federation,Validated,ECFS Neonatal Screening Working Group
586,Cystic fibrosis,Disease,Point prevalence,5.5753,1-9 / 100 000,Value and class,Russian Federation,Validated,ECFS Neonatal Screening Working Group
586,Cystic fibrosis,Disease,Prevalence at birth,15.38,1-5 / 10 000,Value and class,Slovakia,Validated,28544683[PMID]
586,Cystic fibrosis,Disease,Point prevalence,8.8292,1-9 / 100 000,Value and class,Slovakia,Validated,28544683[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,33.3333,1-5 / 10 000,Value and class,Slovenia,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,3.28,1-9 / 100 000,Value and class,Slovenia,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Prevalence at birth,16.5048,1-5 / 10 000,Value and class,Spain,Validated,25680858[PMID]
586,Cystic fibrosis,Disease,Point prevalence,9.4749,1-9 / 100 000,Value and class,Spain,Validated,25680858[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,17.9285,1-5 / 10 000,Value and class,Sweden,Validated,12243313[PMID]_18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,10.2922,1-5 / 10 000,Value and class,Sweden,Validated,12243313[PMID]_18442953[PMID]_ORPHANET
586,Cystic fibrosis,Disease,Prevalence at birth,41.9991,1-5 / 10 000,Value and class,United Kingdom,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Point prevalence,13.7,1-5 / 10 000,Value and class,United Kingdom,Validated,18442953[PMID]
586,Cystic fibrosis,Disease,Annual incidence,13.1995,1-5 / 10 000,Value and class,Brazil,Validated,35209917[PMID]
586,Cystic fibrosis,Disease,Point prevalence,0.7786,1-9 / 1 000 000,Value and class,China,Validated,35313924[PMID]
262,Duchenne and Becker muscular dystrophy,Clinical group,Point prevalence,0.23,1-9 / 1 000 000,Value and class,United Kingdom,Validated,19767415[PMID]
262,Duchenne and Becker muscular dystrophy,Clinical group,Point prevalence,0.0,1-9 / 100 000,Class only,Europe,Not yet validated,ORPHANET
262,Duchenne and Becker muscular dystrophy,Clinical group,Point prevalence,0.0,1-5 / 10 000,Class only,United States,Validated,25687144[PMID]
261,Emery-Dreifuss muscular dystrophy,Disease,Point prevalence,0.3,1-9 / 1 000 000,Value and class,Europe,Validated,[EXPERT]
550,MELAS,Disease,Point prevalence,0.18,1-9 / 1 000 000,Value and class,Japan,Validated,21443929[PMID]
550,MELAS,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
550,MELAS,Disease,Point prevalence,0.6,1-9 / 1 000 000,Value and class,Europe,Validated,European Medicines Agency 2015[INST]
550,MELAS,Disease,Point prevalence,1.63,1-9 / 100 000,Value and class,Finland,Validated,9371917[PMID]
550,MELAS,Disease,Point prevalence,236.0,>1 / 1000,Value and class,Specific population,Validated,17300999[PMID]
269,Facioscapulohumeral dystrophy,Disease,Point prevalence,4.5,1-9 / 100 000,Value and class,Europe,Validated,19320656[PMID]_22217918[PMID]_19767415[PMID]_[EXPERT]_ORPHANET
269,Facioscapulohumeral dystrophy,Disease,Point prevalence,4.4,1-9 / 100 000,Value and class,Italy,Validated,19320656[PMID]
269,Facioscapulohumeral dystrophy,Disease,Point prevalence,3.95,1-9 / 100 000,Value and class,United Kingdom,Validated,19767415[PMID]
269,Facioscapulohumeral dystrophy,Disease,Point prevalence,2.0,1-9 / 100 000,Value and class,Japan,Validated,1745328[PMID]
269,Facioscapulohumeral dystrophy,Disease,Point prevalence,12.0,1-5 / 10 000,Value and class,Netherlands,Validated,25122204[PMID]
